point	title	description	icon
51.5134677 -0.1099168	Inner Temple	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.5134677 -0.1099168	Pudding Lane	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.5199389 -0.1160981	Bedford Row	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.515692 -0.101919	Newgate Prison	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.375801 -2.3599039	Bath	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.016684 -4.206666	Bideford	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.454513 -2.58791	Bristol	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
52.59264899999999 -1.592153	Grendon, Warwickshire, UK	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
52.22679 0.6735409000000001	Horringer, Suffolk, UK	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
53.230688 -0.5405789999999999	Lincoln	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
53.4083714 -2.9915726	Liverpool	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
50.3754565 -4.1426565	Plymouth, UK	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.0 0.0	Sussex	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.23333 1.43333	The Downs	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
50.1258442 8.930633499999999	Hanau (Hesse)	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.25 -2.91667	Biscay	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
36.5270612 -6.2885962	Cadiz	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
48.856614 2.3522219	Paris	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
51.8968917 -8.4863157	Cork	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
53.3498053 -6.2603097	Dublin	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.4056499 8.946256	Genoa	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.548473 10.3105674	Livorno	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.8929163 12.4825199	Rome	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
54.35202520000001 18.6466384	Danzig	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
38.7252993 -9.150036400000001	Lisbon	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
57.70887 11.97456	Gothenburg	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
59.32893000000001 18.06491	Stockholm	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
59.85856380000001 17.6389267	Uppsala	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
48.0 -62.5	Gulf of St. Lawrence	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
25.304304 -90.065918	Gulf of Mexico	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
10.3990924 -75.5524157	Cartagena Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.6956484 -69.9949465	Casco Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.4118163 -61.2146564	Chedabucto Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
37.5841544 -76.17837390000001	Chesapeake Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
47.75 -53	Conception Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
39.1201705 -75.2479061	Delaware Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.02971 -87.46094	Green Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
16.1514 -88.2517	Bay of Honduras	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
36.0786612 -75.94632399999999	Albemarle Sound	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.7728488 -66.309551	Bay of Fundy	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
46.02 -63.95	Baie Verte	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
26.3555029 -77.1485163	Abaco Islands	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.8497222 -69.7780556	Arrowsic Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
37.7412488 -25.6755944	Azores	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
25.7428471 -79.2507534	Bimini Islands	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
21.9333333 -71.96666669999999	Caicos Islands	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
21.6394444 -82.2361111	Canarreos Archipelago	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
24.3153102 -75.45777749999999	Cat Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
25.1 -76.13333329999999	Eleuthera Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
26.659447 -78.52065	Grand Bahama Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
25.4985244 -76.632607	Harbour Island, Bahamas	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
19.143431 -72.003891	Hispaniola	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
21.6833333 -73.8166667	Hogsty Reef	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
19.6897268 -80.0367259	Little Cayman	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
40.7308622 -73.99801599999999	Manhattan	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
10.9970723 -63.91132959999999	Margarita Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
22.0666667 -74.63333329999999	Mira Por Vos	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
25.0519283 -77.4013403	New Providence	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
35.1146152 -75.9810097	Ocracoke Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.45 -64.433333	Spanish Town Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
38.7216415 -27.2205771	Terceira	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
20.0548685 -72.79246119999999	Tortuga	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
21.4679028 -71.13991940000001	Turks Islands	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
48.45938 -5.08615	Ushant	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
24.0775546 -74.4760088	Watling Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.9869502 -81.243177	Great Lakes	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.0668852 -81.3399414	Lake Erie	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.4585548 -82.5618645	Lake Huron	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.4501005 -87.22201869999999	Lake Michigan	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.627097 -78.11082789999999	Lake Ontario	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.4356504 -82.6915429	Lake St. Clair	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.0204076 -69.4672061	Biscay Pond	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.586581 -73.3800905	Lake Champlain	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.121786 -70.819101	Piscataqua River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.169936 -67.203083	St. Croix River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.986886 -69.831276	Kennebec River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.994543 -69.663334	Sheepscot River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.492222 -70.441518	Saco River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.005904 -69.231777	St. George River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.493567 -68.794441	Penobscot River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
39.803261 -75.417252	Delaware River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
40.26394 -76.897287	Susquehanna River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
34.826205 -90.423718	Mississippi River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.08 -79.071	Niagara River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.5995814 -83.5896021	Maumee River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
40.514974 -86.785569	Wabash River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
39.120206 -84.461575	Ohio River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
36.49639 -88.046036	Tennessee River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.886448 -87.6379	Chicago River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
40.773262 -89.549789	Illinois River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.045154 -88.575325	Fox River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.38509 -89.568787	Wisconsin River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
47.085085 -70.626526	St. Lawrence River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
41.096947 -73.892899	Hudson River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
38.71373 -78.45779	Hawks Bill Creek	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.914094 -69.532299	Johns River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.009855 -69.542971	Damariscotta River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
44.04318 -69.35955	Medomak River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
33.242133 -79.506712	Santee River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
34.442645 -78.351531	Cape Fear River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
37.247821 -76.975937	James River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
36.071996 -77.327471	Roanoke River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
39.020942 -77.601381	Goose Creek	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
37.913055 -76.80582	Rappahannock River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
38.852275 -77.027893	Potomac River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
42.819833 -70.998859	Merrimack River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
32.237198 -81.152973	Savannah River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
36.504669 -87.852287	Cumberland River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.10245 -76.45032	Rio Grande (Jamaica)	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
31.480502 -81.618977	Altamaha River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
38.8015 -78.29417	Blue Ridge Mountains	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
38.4954 -78.39751	Doubletop Mountain, VA	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
35.4505757 -83.3772457	Cherokee Mountains	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
36.9315359 -76.01993139999999	Cape Henry	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.41818 -73.58978	Lachine Rapids	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
45.81668 -84.75005	Straits of Mackinac	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
43.08342 -79.06627	Niagara Falls	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
58.48795200000001 19.863281	Baltic Sea	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
50.0 -1.0	English Channel	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-11.0 -110.0	Pacific Ocean	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.0833333 -78.33333329999999	Pedro Shoals	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
