point	title	description	icon
-0.1099168,51.5134677	Inner Temple	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-0.1099168,51.5134677	Pudding Lane	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-0.1160981,51.5199389	Bedford Row	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-0.101919,51.515692	Newgate Prison	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-2.3599039,51.375801	Bath	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-4.206666,51.016684	Bideford	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-2.58791,51.454513	Bristol	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-1.592153,52.59264899999999	Grendon, Warwickshire, UK	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
0.6735409000000001,52.22679	Horringer, Suffolk, UK	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-0.5405789999999999,53.230688	Lincoln	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-2.9915726,53.4083714	Liverpool	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-4.1426565,50.3754565	Plymouth, UK	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
0.0,51.0	Sussex	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
1.43333,51.23333	The Downs	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
8.930633499999999,50.1258442	Hanau (Hesse)	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-2.91667,43.25	Biscay	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-6.2885962,36.5270612	Cadiz	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
2.3522219,48.856614	Paris	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-8.4863157,51.8968917	Cork	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-6.2603097,53.3498053	Dublin	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
8.946256,44.4056499	Genoa	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
10.3105674,43.548473	Livorno	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
12.4825199,41.8929163	Rome	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.6466384,54.35202520000001	Danzig	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-9.150036400000001,38.7252993	Lisbon	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
11.97456,57.70887	Gothenburg	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
18.06491,59.32893000000001	Stockholm	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
17.6389267,59.85856380000001	Uppsala	place	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-62.5,48.0	Gulf of St. Lawrence	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-90.065918,25.304304	Gulf of Mexico	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-75.5524157,10.3990924	Cartagena Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-69.9949465,43.6956484	Casco Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-61.2146564,45.4118163	Chedabucto Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-76.17837390000001,37.5841544	Chesapeake Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-53,47.75	Conception Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-75.2479061,39.1201705	Delaware Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-87.46094,45.02971	Green Bay	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-88.2517,16.1514	Bay of Honduras	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-75.94632399999999,36.0786612	Albemarle Sound	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-66.309551,44.7728488	Bay of Fundy	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-63.95,46.02	Baie Verte	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-77.1485163,26.3555029	Abaco Islands	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-69.7780556,43.8497222	Arrowsic Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-25.6755944,37.7412488	Azores	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-79.2507534,25.7428471	Bimini Islands	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-71.96666669999999,21.9333333	Caicos Islands	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-82.2361111,21.6394444	Canarreos Archipelago	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-75.45777749999999,24.3153102	Cat Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-76.13333329999999,25.1	Eleuthera Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-78.52065,26.659447	Grand Bahama Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-76.632607,25.4985244	Harbour Island, Bahamas	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-72.003891,19.143431	Hispaniola	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-73.8166667,21.6833333	Hogsty Reef	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-80.0367259,19.6897268	Little Cayman	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-73.99801599999999,40.7308622	Manhattan	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-63.91132959999999,10.9970723	Margarita Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-74.63333329999999,22.0666667	Mira Por Vos	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-77.4013403,25.0519283	New Providence	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-75.9810097,35.1146152	Ocracoke Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-64.433333,18.45	Spanish Town Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-27.2205771,38.7216415	Terceira	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-72.79246119999999,20.0548685	Tortuga	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-71.13991940000001,21.4679028	Turks Islands	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-5.08615,48.45938	Ushant	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-74.4760088,24.0775546	Watling Island	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-81.243177,42.9869502	Great Lakes	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-81.3399414,42.0668852	Lake Erie	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-82.5618645,44.4585548	Lake Huron	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-87.22201869999999,43.4501005	Lake Michigan	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-78.11082789999999,43.627097	Lake Ontario	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-82.6915429,42.4356504	Lake St. Clair	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-69.4672061,44.0204076	Biscay Pond	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-73.3800905,44.586581	Lake Champlain	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-70.819101,43.121786	Piscataqua River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-67.203083,45.169936	St. Croix River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-69.831276,43.986886	Kennebec River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-69.663334,43.994543	Sheepscot River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-70.441518,43.492222	Saco River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-69.231777,44.005904	St. George River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-68.794441,44.493567	Penobscot River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-75.417252,39.803261	Delaware River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-76.897287,40.26394	Susquehanna River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-90.423718,34.826205	Mississippi River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-79.071,43.08	Niagara River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-83.5896021,41.5995814	Maumee River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-86.785569,40.514974	Wabash River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-84.461575,39.120206	Ohio River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-88.046036,36.49639	Tennessee River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-87.6379,41.886448	Chicago River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-89.549789,40.773262	Illinois River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-88.575325,44.045154	Fox River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-89.568787,43.38509	Wisconsin River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-70.626526,47.085085	St. Lawrence River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-73.892899,41.096947	Hudson River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-78.45779,38.71373	Hawks Bill Creek	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-69.532299,43.914094	Johns River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-69.542971,44.009855	Damariscotta River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-69.35955,44.04318	Medomak River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-79.506712,33.242133	Santee River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-78.351531,34.442645	Cape Fear River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-76.975937,37.247821	James River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-77.327471,36.071996	Roanoke River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-77.601381,39.020942	Goose Creek	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-76.80582,37.913055	Rappahannock River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-77.027893,38.852275	Potomac River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-70.998859,42.819833	Merrimack River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-81.152973,32.237198	Savannah River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-87.852287,36.504669	Cumberland River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-76.45032,18.10245	Rio Grande (Jamaica)	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-81.618977,31.480502	Altamaha River	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-78.29417,38.8015	Blue Ridge Mountains	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-78.39751,38.4954	Doubletop Mountain, VA	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-83.3772457,35.4505757	Cherokee Mountains	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-76.01993139999999,36.9315359	Cape Henry	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-73.58978,45.41818	Lachine Rapids	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-84.75005,45.81668	Straits of Mackinac	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-79.06627,43.08342	Niagara Falls	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
19.863281,58.48795200000001	Baltic Sea	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-1.0,50.0	English Channel	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-110.0,-11.0	Pacific Ocean	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
-78.33333329999999,17.0833333	Pedro Shoals	natural	https://wiki.openstreetmap.org/w/images/e/e7/Ol_icon_blue_example.png
